iter	Passed	Remaining
239	206119	1511543
240	206958	1510537
241	208068	1511508
242	209116	1512006
243	209907	1510644
244	210695	1509266
245	211476	1507844
246	212262	1506465
247	213054	1505129
248	213840	1503755
249	214628	1502402
250	215419	1501068
251	216215	1499777
252	217018	1498542
253	217866	1497615
254	218661	1496333
255	219442	1494953
256	220233	1493644
257	221020	1492314
258	221807	1490991
259	222638	1489966
260	223435	1488716
261	224242	1487533
262	225066	1486462
263	225864	1485231
264	226639	1483847
265	227418	1482492
266	228194	1481130
267	228985	1479864
268	229857	1479119
269	230669	1477993
270	231460	1476732
271	232255	1475503
272	233079	1474460
273	233894	1473365
274	234779	1472710
275	235598	1471639
276	236405	1470492
277	237211	1469343
278	238020	1468220
279	239121	1468891
280	240089	1468733
281	240887	1467536
282	241673	1466268
283	242458	1464998
284	243243	1463728
285	244029	1462470
286	244819	1461240
287	245617	1460058
288	246471	1459213
289	247376	1458669
290	248169	1457464
291	248955	1456219
292	249757	1455072
293	250568	1453981
294	251357	1452758
295	252180	1451742
296	253025	1450851
297	253823	1449689
298	254623	1448542
299	255410	1447327
300	256216	1446219
301	257023	1445120
302	257829	1444016
303	258619	1442823
304	259418	1441686
305	260199	1440451
306	260998	1439316
307	261809	1438251
308	262607	1437117
309	263407	1435993
310	264264	1435185
311	265067	1434084
312	265863	1432943
313	266653	1431779
314	267442	1430603
315	268246	1429514
316	269066	1428512
317	269869	1427421
318	270681	1426378
319	271470	1425221
320	272300	1424276
321	273134	1423352
322	273950	1422337
323	274777	1421381
324	275610	1420455
325	276444	1419533
326	277263	1418537
327	278078	1417523
328	278892	1416504
329	279949	1416715
330	281003	1416901
331	281792	1415754
332	282588	1414640
333	283374	1413478
334	284157	1412305
335	284937	1411120
336	285717	1409936
337	286516	1408846
338	287323	1407802
339	288172	1406958
340	288988	1405960
341	289789	1404887
342	290579	1403761
343	291368	1402636
344	292156	1401503
345	292977	1400533
346	293791	1399531
347	294603	1398519
348	295408	1397476
349	296195	1396348
350	296978	1395204
351	297763	1394075
352	298562	1393008
353	299404	1392147
354	300280	1391442
355	301088	1390419
356	301888	1389364
357	302696	1388345
358	303498	1387301
359	304405	1386737
360	305211	1385710
361	306023	1384714
362	306838	1383732
363	307683	1382886
364	308506	1381939
365	309305	1380890
366	310104	1379837
367	310947	1378986
368	311746	1377937
369	312567	1376986
370	313372	1375968
371	314233	1375191
372	315049	1374221
373	315853	1373203
374	316705	1372391
375	317514	1371393
376	318351	1370513
377	319562	1371242
378	320501	1370799
379	321300	1369755
380	322085	1368651
381	322889	1367631
382	323673	1366526
383	324450	1365395
384	325225	1364256
385	326019	1363199
386	326806	1362115
387	327616	1361128
388	328442	1360209
389	329258	1359245
390	330040	1358145
391	330816	1357022
392	331591	1355895
393	332367	1354775
394	333153	1353700
395	333947	1352656
396	334778	1351762
397	335558	1350666
398	336332	1349544
399	337110	1348441
400	337888	1347341
401	338706	1346400
402	339523	1345456
403	340345	1344533
404	341124	1343440
405	341922	1342424
406	342711	1341372
407	343497	1340314
408	344308	1339349
409	345097	1338305
410	345876	1337219
411	346644	1336097
412	347474	1335209
413	348346	1334485
414	349180	1333618
415	350176	1333363
416	351164	1333078
417	351980	1332138
418	352777	1331124
419	353555	1330043
420	354348	1329016
421	355143	1328001
422	355925	1326936
423	356705	1325866
424	357500	1324855
425	358312	1323907
426	359206	1323258
427	360006	1322266
428	360789	1321213
429	361580	1320187
430	362418	1319336
431	363244	1318441
432	364058	1317505
433	364878	1316589
434	365671	1315576
435	366459	1314546
436	367245	1313513
437	368041	1312513
438	368891	1311706
439	369695	1310737
440	370504	1309786
441	371291	1308760
442	372077	1307730
443	372874	1306738
444	373690	1305816
445	374568	1305111
446	375387	1304198
447	376200	1303265
448	377033	1302402
449	377851	1301487
450	378655	1300526
451	379458	1299560
452	380273	1298637
453	381095	1297738
454	381941	1296923
455	382787	1296104
456	383615	1295225
457	384501	1294545
458	385357	1293758
459	386206	1292953
460	387077	1292216
461	387914	1291368
462	389115	1291728
463	390046	1291187
464	390840	1290193
465	391656	1289272
466	392498	1288437
467	393316	1287522
468	394138	1286623
469	394941	1285660
470	395743	1284695
471	396552	1283755
472	397368	1282836
473	398163	1281850
474	398962	1280878
475	399748	1279867
476	400555	1278921
477	401367	1277994
478	402237	1277251
479	403061	1276361
480	403860	1275391
481	404673	1274468
482	405516	1273641
483	406343	1272761
484	407144	1271801
485	407976	1270940
486	408814	1270096
487	409677	1269329
488	410523	1268509
489	411315	1267523
490	412136	1266626
491	412975	1265785
492	413828	1264989
493	414747	1264391
494	415624	1263665
495	416434	1262738
496	417343	1262106
497	418207	1261339
498	419050	1260510
499	419980	1259941
500	420823	1259109
501	421707	1258403
502	422663	1257906
503	423543	1257183
504	424379	1256330
505	425333	1255825
506	426201	1255066
507	427338	1255096
508	428460	1255077
509	429419	1254578
510	430230	1253645
511	431072	1252805
512	431924	1251992
513	432745	1251087
514	433559	1250165
515	434372	1249242
516	435180	1248303
517	436013	1247434
518	436838	1246548
519	437685	1245720
520	438501	1244806
521	439326	1243915
522	440282	1243397
523	441243	1242893
524	442170	1242288
525	443208	1241994
526	444192	1241548
527	445210	1241194
528	446128	1240558
529	447208	1240370
530	448076	1239592
531	448905	1238709
532	449688	1237697
533	450489	1236738
534	451319	1235857
535	452146	1234967
536	452981	1234100
537	453780	1233134
538	454566	1232136
539	455375	1231201
540	456203	1230314
541	457039	1229452
542	457856	1228538
543	458805	1227978
544	459702	1227280
545	461306	1228460
546	462677	1229012
547	463844	1229017
548	465065	1229163
549	466115	1228848
550	467141	1228471
551	468293	1228421
552	469289	1227959
553	470409	1227820
554	471441	1227446
555	472535	1227232
556	473540	1226783
557	474481	1226168
558	475291	1225215
559	476245	1224630
560	477195	1224036
561	478139	1223425
562	479427	1223690
563	480559	1223551
564	481611	1223208
565	482564	1222609
566	483514	1222002
567	484390	1221210
568	485319	1220548
569	486241	1219870
570	487042	1218886
571	487819	1217842
572	488618	1216855
573	489421	1215880
574	490221	1214897
575	491100	1214109
576	491986	1213340
577	492797	1212384
578	493567	1211329
579	494363	1210338
580	495395	1209925
581	496333	1209279
582	497194	1208445
583	498116	1207762
584	498999	1206981
585	499905	1206256
586	500727	1205329
587	501723	1204819
588	502681	1204215
589	503615	1203554
590	504541	1202873
591	505495	1202258
592	506503	1201771
593	507401	1201020
594	508320	1200320
595	509243	1199627
596	510158	1198914
597	511020	1198077
598	511839	1197140
599	512695	1196289
600	513680	1195739
601	514602	1195039
602	515790	1194957
603	516820	1194505
604	517775	1193878
605	518712	1193209
606	519558	1192330
607	520423	1191495
608	521550	1191259
609	522597	1190837
610	523502	1190089
611	524619	1189822
612	525674	1189414
613	526649	1188820
614	527813	1188653
615	528855	1188208
616	529841	1187635
617	530808	1187019
618	531761	1186368
619	532681	1185646
620	533800	1185364
621	534870	1184970
622	535856	1184389
623	536988	1184128
624	538138	1183905
625	539663	1184500
626	540944	1184555
627	541936	1183976
628	542954	1183450
629	543787	1182522
630	544606	1181563
631	545510	1180787
632	546344	1179861
633	547241	1179072
634	548124	1178251
635	549006	1177429
636	549943	1176723
637	550871	1175998
638	551955	1175603
639	552981	1175086
640	554274	1175130
641	555731	1175519
642	556791	1175064
643	557741	1174374
644	558662	1173625
645	559650	1173014
646	560553	1172224
647	561941	1172445
648	563056	1172094
649	564115	1171624
650	565383	1171586
651	566276	1170768
652	567448	1170526
653	568468	1169966
654	569648	1169736
655	570738	1169317
656	571783	1168805
657	572931	1168502
658	573892	1167814
659	575098	1167623
660	576041	1166897
661	577076	1166357
662	577977	1165544
663	578873	1164721
664	579769	1163898
665	580705	1163155
666	581745	1162617
667	582672	1161856
668	583587	1161067
669	584555	1160386
670	585517	1159690
671	586557	1159149
672	587527	1158468
673	588573	1157935
674	589425	1157021
675	590525	1156591
676	591643	1156194
677	592589	1155461
678	593424	1154511
679	594245	1153536
680	595024	1152477
681	595945	1151695
682	596758	1150704
683	597610	1149789
684	598537	1149016
685	599441	1148202
686	600363	1147419
687	601267	1146602
688	602099	1145648
689	602886	1144610
690	603659	1143546
691	604610	1142818
692	605541	1142053
693	606521	1141379
694	607516	1140731
695	608402	1139880
696	609394	1139227
697	610354	1138512
698	611583	1138296
699	612604	1137694
700	613711	1137248
701	614817	1136798
702	615761	1136048
703	616645	1135188
704	617519	1134308
705	618389	1133422
706	619292	1132596
707	620177	1131736
708	621166	1131065
709	622053	1130209
710	622981	1129427
711	623896	1128622
712	624905	1127985
713	625844	1127221
714	627077	1126984
715	628021	1126227
716	628972	1125484
717	629848	1124605
718	630756	1123782
719	631608	1122859
720	632458	1121934
721	633701	1121704
722	634603	1120869
723	635391	1119832
724	636172	1118786
725	637091	1117981
726	637911	1117002
727	638795	1116137
728	639848	1115564
729	640941	1115061
730	642022	1114537
731	643023	1113870
732	643915	1113016
733	644886	1112296
734	645779	1111444
735	646595	1110457
736	647419	1109485
737	648364	1108720
738	649223	1107808
739	650088	1106907
740	650931	1105967
741	651733	1104961
742	652582	1104032
743	653518	1103250
744	654474	1102504
745	655518	1101903
746	656590	1101348
747	657606	1100700
748	658476	1099805
749	659501	1099168
750	660553	1098576
751	661652	1098061
752	662823	1097663
753	663947	1097186
754	664938	1096487
755	666180	1096201
756	667271	1095665
757	668373	1095145
758	669410	1094517
759	670459	1093907
760	671368	1093069
761	672453	1092516
762	673543	1091970
763	674689	1091513
764	675669	1090786
765	676995	1090616
766	677963	1089867
767	678952	1089152
768	679867	1088318
769	680875	1087631
770	681846	1086885
771	683236	1086806
772	684153	1085972
773	685092	1085172
774	686110	1084497
775	687171	1083889
776	688176	1083190
777	689224	1082561
778	690312	1081991
779	691436	1081478
780	692460	1080805
781	693508	1080171
782	694544	1079516
783	695559	1078826
784	696590	1078161
785	697926	1077968
786	698957	1077301
787	700111	1076821
788	701163	1076183
789	702228	1075565
790	703283	1074929
791	704366	1074337
792	705639	1074031
793	706735	1073455
794	707729	1072721
795	708577	1071768
796	709436	1070831
797	710353	1069980
798	711227	1069066
799	712093	1068140
800	712955	1067208
801	713815	1066272
802	714733	1065424
803	715629	1064543
804	716532	1063672
805	717466	1062847
806	718395	1062014
807	719345	1061213
808	720371	1060522
809	721453	1059912
810	722450	1059177
811	723571	1058624
812	724496	1057782
813	725702	1057349
814	726925	1056940
815	727893	1056159
816	728900	1055433
817	729912	1054714
818	730898	1053958
819	732066	1053461
820	732923	1052518
821	733863	1051692
822	734766	1050813
823	735971	1050366
824	737029	1049708
825	737988	1048908
826	738930	1048083
827	739821	1047186
828	740887	1046537
829	742157	1046173
830	743097	1045343
831	743948	1044388
832	744785	1043414
833	745683	1042526
834	746577	1041631
835	747479	1040748
836	748392	1039881
837	749329	1039046
838	750250	1038188
839	751111	1037249
840	752048	1036413
841	752933	1035507
842	753832	1034619
843	754826	1033861
844	755807	1033085
845	756790	1032311
846	757725	1031473
847	758762	1030771
848	759898	1030203
849	760964	1029539
850	761884	1028678
851	762805	1027817
852	763904	1027196
853	764911	1026450
854	765870	1025639
855	767085	1025170
856	768198	1024562
857	769380	1024046
858	770387	1023297
859	771464	1022639
860	772434	1021838
861	773547	1021226
862	774524	1020433
863	775561	1019719
864	776585	1018988
865	777606	1018252
866	778589	1017464
867	779538	1016633
868	780729	1016116
869	781682	1015289
870	782847	1014736
871	783877	1014006
872	785116	1013546
873	786416	1013162
874	788258	1013475
875	789425	1012916
876	790408	1012119
877	791573	1011554
878	792620	1010839
879	793615	1010055
880	794693	1009378
881	795905	1008869
882	797044	1008266
883	798089	1007542
884	799157	1006848
885	800211	1006134
886	801381	1005566
887	802341	1004733
888	803436	1004069
889	804403	1003244
890	805471	1002545
891	806475	1001764
892	807393	1000879
893	808568	1000309
894	809543	999492
895	810494	998645
896	811600	997988
897	812583	997179
898	813979	996876
899	815091	996222
900	816079	995417
901	817265	994852
902	818987	994938
903	820110	994293
904	820999	993363
905	822219	992834
906	823089	991881
907	824032	991017
908	824963	990137
909	826281	989721
910	827212	988841
911	828821	988769
912	830655	988961
913	832383	989025
914	834186	989172
915	835322	988525
916	836319	987714
917	837517	987139
918	838393	986184
919	839676	985707
920	841305	985634
921	842725	985312
922	844088	984922
923	845414	984487
924	846642	983935
925	847887	983402
926	849339	983108
927	851309	983408
928	852779	983129
929	854257	982855
930	855699	982537
931	857179	982262
932	858690	982018
933	860145	981707
934	861626	981425
935	863150	981187
936	864582	980844
937	865815	980273
938	867169	979836
939	868601	979486
940	870111	979221
941	871853	979215
942	873478	979074
943	875038	978856
944	876753	978809
945	878714	979032
946	880706	979286
947	882160	978937
948	883781	978771
949	885491	978700
950	887120	978537
951	888821	978450
952	890375	978197
953	891846	977853
954	893362	977553
955	895426	977851
956	896943	977546
957	898480	977261
958	900000	976955
959	901465	976588
960	903069	976367
961	904738	976214
962	906370	976018
963	908894	976778
964	910718	976780
965	912639	976883
966	914193	976589
967	915736	976280
968	917212	975899
969	918768	975599
970	920283	975253
971	922226	975358
972	923733	974998
973	925437	974844
974	926868	974400
975	928437	974098
976	930099	973891
977	931538	973447
978	932985	973011
979	934724	972876
980	936280	972548
981	937830	972211
982	939290	971779
983	940782	971377
984	942367	971068
985	944215	971029
986	945729	970642
987	947179	970187
988	948595	969696
989	950175	969371
990	951718	969004
991	953210	968585
992	954613	968072
993	956291	967836
994	957776	967402
995	959208	966913
996	960670	966451
997	962055	965911
998	963469	965398
999	965117	965117
1000	966774	964843
1001	968346	964480
1002	970059	964256
1003	971729	963986
1004	973272	963587
1005	974848	963219
1006	976454	962879
1007	978083	962558
1008	979567	962092
1009	981001	961575
1010	982621	961239
1011	984182	960842
1012	985581	960284
1013	986792	959543
1014	988376	959163
1015	989612	958443
1016	990991	957861
1017	992733	957627
1018	994214	957139
1019	996082	957020
1020	997732	956689
1021	999060	956048
1022	1000624	955630
1023	1002033	955062
1024	1003360	954416
1025	1004757	953834
1026	1006516	953593
1027	1007849	952947
1028	1009260	952373
1029	1010727	951849
1030	1012122	951257
1031	1013705	950840
1032	1014956	950108
1033	1016394	949552
1034	1018397	949520
1035	1019528	948672
1036	1020589	947760
1037	1021499	946707
1038	1022543	945778
1039	1023550	944816
1040	1024526	943824
1041	1025480	942812
1042	1026402	941770
1043	1027434	940830
1044	1028486	939908
1045	1029461	938915
1046	1030440	937927
1047	1031365	936889
1048	1032389	935941
1049	1033304	934894
1050	1034376	933989
1051	1035420	933059
1052	1036397	932068
1053	1037354	931060
1054	1038283	930026
1055	1039763	929485
1056	1040968	928697
1057	1042004	927758
1058	1042937	926727
1059	1043979	925793
1060	1044951	924796
1061	1046556	924359
1062	1048605	924311
1063	1049872	923572
1064	1050802	922535
1065	1051991	921725
1066	1053006	920764
1067	1053945	919734
1068	1055116	918909
1069	1056134	917948
1070	1057149	916985
1071	1058112	915978
1072	1059144	915029
1073	1060187	914091
1074	1061216	913139
1075	1062259	912200
1076	1063288	911249
1077	1064452	910412
1078	1065543	909514
1079	1066658	908635
1080	1067636	907639
1081	1068732	906743
1082	1069769	905797
1083	1070813	904856
1084	1071802	903869
1085	1072822	902909
1086	1073850	901955
1087	1074887	901008
1088	1075910	900050
1089	1076939	899096
1090	1077970	898144
1091	1078961	897158
1092	1079934	896157
1093	1080921	895168
1094	1081952	894216
1095	1082973	893255
1096	1083880	892200
1097	1084913	891249
1098	1085812	890188
1099	1086830	889224
1100	1087753	888183
1101	1088745	887199
1102	1090277	886653
1103	1092107	886347
1104	1093276	885504
1105	1094739	884897
1106	1096360	884416
1107	1097623	883646
1108	1099124	883065
1109	1100049	882021
1110	1100895	880914
1111	1101979	879998
1112	1102885	878938
1113	1103749	877847
1114	1104677	876806
1115	1106246	876274
1116	1107463	875461
1117	1108569	874560
1118	1109714	873689
1119	1110660	872661
1120	1111754	871750
1121	1112636	870672
1122	1113684	869724
1123	1114729	868774
1124	1115790	867837
1125	1116700	866781
1126	1117667	865770
1127	1118538	864686
1128	1119504	863674
1129	1120550	862725
1130	1121769	861907
1131	1122705	860873
1132	1123637	859835
1133	1124987	859117
1134	1126035	858167
1135	1126981	857140
1136	1128457	856516
1137	1129841	855820
1138	1130819	854816
1139	1131778	853797
1140	1132733	852776
1141	1133849	851876
1142	1134975	850983
1143	1136162	850135
1144	1137059	849070
1145	1137849	847926
1146	1138701	846828
1147	1139587	845756
1148	1140401	844631
1149	1141205	843499
1150	1142276	842565
1151	1143166	841497
1152	1144081	840448
1153	1144982	839389
1154	1145840	838299
1155	1146662	837182
1156	1147471	836057
1157	1148308	834953
1158	1149163	833862
1159	1149957	832727
1160	1150791	831622
1161	1151683	830560
1162	1152553	829481
1163	1153536	828485
1164	1154477	827458
1165	1155430	826439
1166	1156438	825461
1167	1157378	824433
1168	1158364	823439
1169	1159364	822454
1170	1160380	821481
1171	1161337	820467
1172	1162290	819449
1173	1163275	818454
1174	1164334	817511
1175	1165277	816487
1176	1166455	815626
1177	1167381	814590
1178	1168391	813612
1179	1169422	812649
1180	1170392	811643
1181	1171445	810696
1182	1172436	809704
1183	1173660	808874
1184	1174606	807852
1185	1175591	806856
1186	1176479	805794
1187	1177385	804745
1188	1178295	803698
1189	1179369	802764
1190	1180252	801699
1191	1181131	800632
1192	1182111	799634
1193	1183106	798646
1194	1184126	797675
1195	1185078	796658
1196	1186155	795724
1197	1187134	794725
1198	1188092	793713
1199	1189137	792758
1200	1190262	791856
1201	1191262	790871
1202	1192261	789885
1203	1193236	788883
1204	1194257	787912
1205	1195275	786939
1206	1196244	785933
1207	1197344	785014
1208	1198303	784001
1209	1199282	783002
1210	1200294	782025
1211	1201297	781041
1212	1202431	780143
1213	1203544	779230
1214	1204593	778276
1215	1205586	777286
1216	1206567	776287
1217	1207540	775284
1218	1208581	774325
1219	1209568	773330
1220	1210622	772378
1221	1211677	771427
1222	1212877	770568
1223	1213869	769577
1224	1214890	768604
1225	1215914	767632
1226	1216858	766610
1227	1217798	765586
1228	1218724	764553
1229	1219692	763547
1230	1220654	762537
1231	1221701	761580
1232	1222872	760699
1233	1223963	759770
1234	1224884	758733
1235	1225849	757725
1236	1226745	756675
1237	1227871	755765
1238	1228822	754748
1239	1229801	753749
1240	1230696	752698
1241	1231579	751640
1242	1232481	750593
1243	1233547	749647
1244	1234498	748631
1245	1235496	747644
1246	1236665	746759
1247	1238268	746136
1248	1239790	745462
1249	1240984	744590
1250	1241999	743611
1251	1243056	742656
1252	1244086	741685
1253	1245050	740676
1254	1246245	739802
1255	1247253	738818
1256	1248345	737884
1257	1249351	736899
1258	1250561	736033
1259	1251551	735038
1260	1252478	734005
1261	1253366	732951
1262	1254207	731869
1263	1255126	730833
1264	1256504	730063
1265	1257967	729342
1266	1259423	728616
1267	1260414	727620
1268	1261582	726727
1269	1263185	726082
1270	1264783	725434
1271	1266229	724697
1272	1268121	724214
1273	1269710	723555
1274	1271169	722821
1275	1272502	722015
1276	1273692	721127
1277	1274640	720102
1278	1275679	719127
1279	1276860	718234
1280	1277844	717228
1281	1278829	716224
1282	1279829	715228
1283	1281139	714404
1284	1282433	713571
1285	1283706	712726
1286	1284694	711722
1287	1285638	710694
1288	1286840	709808
1289	1288364	709099
1290	1289459	708154
1291	1290309	707073
1292	1291408	706129
1293	1292378	705115
1294	1293339	704096
1295	1294592	703235
1296	1295776	702336
1297	1296918	701415
1298	1297812	700359
1299	1298802	699355
1300	1299919	698419
1301	1300829	697372
1302	1301915	696420
1303	1302844	695383
1304	1303819	694371
1305	1304800	693362
1306	1305782	692354
1307	1306746	691336
1308	1307794	690363
1309	1308861	689400
1310	1309754	688345
1311	1310740	687339
1312	1311595	686265
1313	1312572	685254
1314	1313512	684225
1315	1314523	683232
1316	1315479	682211
1317	1316494	681220
1318	1317460	680205
1319	1318458	679206
1320	1319943	678456
1321	1321681	677836
1322	1323069	677035
1323	1324256	676130
1324	1326101	675561
1325	1327262	674641
1326	1328408	673714
1327	1330117	673071
1328	1331388	672205
1329	1332257	671137
1330	1333369	670190
1331	1334939	669474
1332	1336038	668520
1333	1337270	667632
1334	1338517	666752
1335	1339536	665757
1336	1340492	664731
1337	1341634	663798
1338	1342612	662783
1339	1343530	661738
1340	1344480	660710
1341	1345365	659650
1342	1346318	658623
1343	1347164	657544
1344	1348190	656553
1345	1349074	655493
1346	1350091	654498
1347	1350983	653443
1348	1352201	652544
1349	1353143	651513
1350	1354079	650479
1351	1355088	649480
1352	1356039	648453
1353	1357187	647520
1354	1358291	646567
1355	1359398	645613
1356	1360619	644714
1357	1362094	643935
1358	1363357	643055
1359	1364250	642000
1360	1365122	640935
1361	1366023	639884
1362	1366978	638859
1363	1367965	637848
1364	1368849	636790
1365	1369807	635766
1366	1370645	634687
1367	1371559	633644
1368	1372394	632564
1369	1373447	631585
1370	1374362	630542
1371	1375357	629536
1372	1376396	628551
1373	1377522	627604
1374	1378656	626661
1375	1379839	625741
1376	1380816	624726
1377	1381796	623713
1378	1382880	622747
1379	1383771	621694
1380	1384891	620744
1381	1385828	619711
1382	1386789	618690
1383	1387780	617682
1384	1388689	616638
1385	1389884	615720
1386	1391025	614778
1387	1392399	613939
1388	1393479	612970
1389	1394444	611950
1390	1395596	611012
1391	1396537	609981
1392	1397507	608964
1393	1398457	607937
1394	1399496	606950
1395	1400605	605992
1396	1401538	604958
1397	1402509	603941
1398	1403353	602870
1399	1404285	601836
1400	1405153	600775
1401	1406127	599760
1402	1407009	598706
1403	1408367	597854
1404	1409451	596884
1405	1410448	595879
1406	1411969	595094
1407	1413618	594362
1408	1415428	593696
1409	1416552	592741
1410	1417434	591685
1411	1418424	590675
1412	1419298	589616
1413	1420283	588603
1414	1421181	587555
1415	1422051	586495
1416	1422962	585453
1417	1423877	584412
1418	1424875	583405
1419	1425858	582392
1420	1426860	581388
1421	1427940	580414
1422	1428918	579399
1423	1429781	578338
1424	1430622	577268
1425	1431454	576195
1426	1432282	575121
1427	1433155	574065
1428	1434022	573006
1429	1434994	571990
1430	1435929	570959
1431	1436944	569961
1432	1437939	568954
1433	1439061	567997
1434	1440059	566992
1435	1440956	565946
1436	1442116	565004
1437	1443264	564057
1438	1444228	563038
1439	1445178	562013
1440	1446109	560981
1441	1447003	559935
1442	1448111	558973
1443	1449108	557967
1444	1450143	556975
1445	1451024	555925
1446	1452080	554941
1447	1453070	553932
1448	1454232	552989
1449	1455215	551978
1450	1456158	550951
1451	1457170	549951
1452	1458074	548910
1453	1459198	547952
1454	1460123	546919
1455	1461130	545916
1456	1462124	544910
1457	1463349	543988
1458	1464443	543018
1459	1465299	541960
1460	1466227	540928
1461	1467301	539951
1462	1468419	538989
1463	1469685	538081
1464	1471207	537267
1465	1472885	536508
1466	1474146	535596
1467	1475493	534715
1468	1476776	533810
1469	1478336	533005
1470	1479592	532089
1471	1480751	531139
1472	1482279	530319
1473	1483921	529540
1474	1485254	528649
1475	1486749	527816
1476	1488719	527149
1477	1490220	526316
1478	1491420	525375
1479	1493430	524718
1480	1495304	524012
1481	1496611	523106
1482	1497564	522077
1483	1498545	521057
1484	1499697	520097
1485	1500786	519114
1486	1501976	518166
1487	1502889	517123
1488	1503839	516092
1489	1505066	515157
1490	1505993	514118
1491	1506994	513105
1492	1507987	512089
1493	1508936	511058
1494	1510011	510070
1495	1511066	509075
1496	1512048	508056
1497	1512944	507008
1498	1514157	506066
1499	1515373	505124
1500	1516498	504152
1501	1517360	503092
1502	1518341	502073
1503	1519299	501045
1504	1520197	499998
1505	1521208	498988
1506	1522061	497927
1507	1523096	496925
1508	1524216	495951
1509	1525712	495098
