iter	MultiClass
135	0.890621481
136	0.8896496609
137	0.8886961288
138	0.8879209468
139	0.8870202375
140	0.8854876057
141	0.8841375751
142	0.8833122804
143	0.8825170937
144	0.8817524817
145	0.8811395797
146	0.8802330545
147	0.8794954187
148	0.8786089011
149	0.8777935038
150	0.8757871752
151	0.8746617631
152	0.8733560759
153	0.8722329989
154	0.8713418442
155	0.8706662545
156	0.8697430964
157	0.8686582906
158	0.8679419204
159	0.8671344859
160	0.8664595675
161	0.8655265484
162	0.8647562545
163	0.8640965755
164	0.8632951406
165	0.8622074514
166	0.8615039141
167	0.8607330633
168	0.8600011895
169	0.8591754565
170	0.8581220771
171	0.8573171231
172	0.8563042316
173	0.8554492634
174	0.8547913083
175	0.853949727
176	0.8532143545
177	0.8524728119
178	0.8512904778
179	0.8504478454
180	0.8492633775
181	0.8484187769
182	0.8476767896
183	0.8469391824
184	0.8460972605
185	0.8453883321
186	0.8446081281
187	0.8437935835
188	0.843037009
189	0.8422976543
190	0.8415014013
191	0.8408856026
192	0.840139673
193	0.8391666418
194	0.838448866
195	0.8375792362
196	0.8368779302
197	0.8362374146
198	0.8353986681
199	0.8344028997
200	0.8338244058
201	0.8330322747
202	0.8323587389
203	0.8316513867
204	0.8307353174
205	0.8299810424
206	0.8292695568
207	0.8287628045
208	0.8282415477
209	0.8275797126
210	0.826464109
211	0.8250335277
212	0.8243448581
213	0.8237185437
214	0.8231789645
215	0.8224254949
216	0.8215742585
217	0.8207831861
218	0.8199899095
219	0.8193328663
220	0.8183951733
221	0.8176501216
222	0.816966799
223	0.8163648568
224	0.8155601259
225	0.8150326538
226	0.8142369665
227	0.8132864159
228	0.8127285678
229	0.8117374292
230	0.8109465449
231	0.8096024773
232	0.8089182192
233	0.8081145833
234	0.8075323382
235	0.8068247108
236	0.8062257507
237	0.8056691556
238	0.8049217588
239	0.8040750504
240	0.8034389531
241	0.8024647582
242	0.8017792888
243	0.8012096047
244	0.800636555
245	0.7998272194
246	0.7991538407
247	0.7981022821
248	0.7971835191
249	0.7966412041
250	0.7959162561
251	0.7952878176
252	0.7946751794
253	0.7939765005
254	0.7930467666
255	0.7923734952
256	0.7915855553
257	0.7908665098
258	0.789790908
259	0.7878508637
260	0.7872186941
261	0.7865633663
262	0.7860013922
263	0.7854743104
264	0.7848794608
265	0.7843125918
266	0.7837451986
267	0.7828907527
268	0.7822109739
269	0.7817477528
270	0.78106408
271	0.7803741911
272	0.7795612794
273	0.7786362356
274	0.777943735
275	0.7773493788
276	0.776731045
277	0.7761347208
278	0.7755143194
279	0.7749569564
280	0.7743592732
281	0.773679086
282	0.7730887813
283	0.7724118486
284	0.771802348
285	0.7711913902
286	0.7704763919
287	0.769882385
288	0.7692630554
289	0.768525779
290	0.7678389808
291	0.7672261514
292	0.7666358261
293	0.7661655121
294	0.7656124335
295	0.7648210516
296	0.7637852975
297	0.7632085744
298	0.7625357971
299	0.761969761
300	0.7613280498
301	0.7607973686
302	0.7602668851
303	0.7596058855
304	0.7592167813
305	0.7586445714
306	0.7581710662
307	0.757670147
308	0.7570151624
309	0.7565731263
310	0.7559979925
311	0.7544030383
312	0.7539605636
313	0.753206198
314	0.7527449801
315	0.752246481
316	0.7516645957
317	0.7510442721
318	0.7501475323
319	0.7495328609
320	0.7488841457
321	0.7482008259
322	0.7471351914
323	0.7465588318
324	0.7458403068
325	0.7450908635
326	0.7445253183
327	0.7435773532
328	0.7429952174
329	0.7424845014
330	0.7420108881
331	0.7415250132
332	0.7410369696
333	0.7404887019
334	0.7398571858
335	0.739234888
336	0.7385568276
337	0.7379893857
338	0.7374885168
339	0.7368870067
340	0.7363106719
341	0.7359529321
342	0.7348673031
343	0.7340895188
344	0.7333202232
345	0.7327398249
346	0.7321650602
347	0.7316730682
348	0.731307474
349	0.7308144508
350	0.7303250822
351	0.7296121197
352	0.7290199161
353	0.7284760321
354	0.7280175726
355	0.7275348541
356	0.7269003189
357	0.7262770139
358	0.7256421556
359	0.7244346516
360	0.7238896197
361	0.7233319387
362	0.7227257136
363	0.7220774129
364	0.7214604242
365	0.7210323276
366	0.720503196
367	0.7200717957
368	0.7195745371
369	0.7190106684
370	0.7185624578
371	0.7182076558
372	0.7177004458
373	0.7171506137
374	0.7166816393
375	0.7161746338
376	0.7157505095
377	0.7152720632
378	0.7147936501
379	0.7142757532
380	0.7138574004
381	0.713093086
382	0.7125595005
383	0.7120207548
384	0.7116415125
385	0.7109662393
386	0.710478473
387	0.709987943
388	0.7093694229
389	0.7089474482
390	0.7085455932
391	0.7081158136
392	0.7076883632
393	0.7071768573
394	0.7067450373
395	0.7063423619
396	0.7058601583
397	0.7052319702
398	0.7047474563
399	0.7042421454
400	0.7038933024
401	0.7033861101
402	0.7028805496
403	0.7024931837
404	0.702029092
405	0.7011295615
406	0.7005606438
407	0.6999708123
408	0.6994075476
409	0.6990544893
410	0.6986695534
411	0.6981244064
412	0.6977559205
413	0.6971460526
414	0.6966507054
415	0.6961987428
416	0.6955624835
417	0.6948601168
418	0.6944362633
419	0.6938664692
420	0.6932348105
421	0.6926429334
422	0.6921580264
423	0.691114956
424	0.6906782898
425	0.6902805735
426	0.6896206295
427	0.6890458726
428	0.6885089188
429	0.6880672988
430	0.6875548123
431	0.6866565194
432	0.6861228399
433	0.6857293363
434	0.6850417769
435	0.6846483015
436	0.6842070858
437	0.6838015414
438	0.682806966
439	0.6823382765
440	0.6818580519
441	0.6812364456
442	0.6808653184
443	0.6801093231
444	0.6796011505
445	0.6791945447
446	0.6787239225
447	0.6783214709
448	0.6780199365
449	0.6774081462
450	0.6770730568
451	0.676718032
452	0.6761976492
453	0.6758294653
454	0.6747008425
455	0.6741927656
456	0.6737845273
457	0.672997315
458	0.6724273468
459	0.6719422603
460	0.6715647292
461	0.6710879764
462	0.6707350306
463	0.670294629
464	0.6698729853
465	0.6694169507
466	0.6689525706
467	0.6682388857
468	0.6677163057
469	0.6673866105
470	0.6668340969
471	0.6663653745
472	0.6659489051
473	0.665539748
474	0.6651003594
475	0.6648235853
476	0.6643549496
477	0.663934193
478	0.6634436728
479	0.662921272
480	0.6625674355
481	0.6622845886
482	0.6619298854
483	0.6615231789
484	0.6612079905
485	0.6608488636
486	0.6604022243
487	0.6597166349
488	0.6593535639
489	0.6589925922
490	0.6586392756
491	0.6583214516
492	0.6579845261
493	0.6576453447
494	0.657330484
495	0.6569574568
496	0.6566404987
497	0.6560800796
498	0.6557234193
499	0.6553550648
500	0.6549672837
501	0.6546373368
502	0.654145204
503	0.6536696692
504	0.6531517432
505	0.6528234281
506	0.6525069076
507	0.6521766061
508	0.6516537188
509	0.6507981262
510	0.6503151201
511	0.6498110326
512	0.6494233618
513	0.6490541579
514	0.6487054583
515	0.6483541293
516	0.6479121609
517	0.6475137229
518	0.6471216697
519	0.6467887973
520	0.6464909099
521	0.6462277866
522	0.6458909641
523	0.6454614873
524	0.6451119846
525	0.6447824516
526	0.6443512015
527	0.644152223
528	0.6435973682
529	0.6432099597
530	0.6428335961
531	0.6425461359
532	0.6422569933
533	0.6417975958
534	0.6415966687
535	0.6412830261
536	0.6409086682
537	0.6404936964
538	0.6401409022
539	0.6397641289
540	0.6393785787
541	0.6388889773
542	0.6385634827
543	0.6381604553
544	0.6377387051
545	0.6372648956
546	0.6369325858
547	0.6365918469
548	0.6361967668
549	0.6358386909
550	0.6354678832
551	0.6351838754
552	0.6348564754
553	0.634543247
554	0.6339865784
555	0.6336586209
556	0.6333504339
557	0.6329318657
558	0.6326466526
559	0.6322559639
560	0.6320511647
561	0.6316912203
562	0.6313685906
563	0.6310357191
564	0.6306759386
565	0.6303473059
566	0.6300501967
567	0.6297412525
568	0.6291864085
569	0.6285378257
570	0.62817497
571	0.6279040823
572	0.6274871565
573	0.6271343504
574	0.6267963216
575	0.6264353318
576	0.626009052
577	0.6256538343
578	0.6252872376
579	0.6249148465
580	0.6246104116
581	0.6241759918
582	0.6238146193
583	0.6234226306
584	0.6230191933
585	0.6226209395
586	0.6222562292
587	0.6219757604
588	0.6216400386
589	0.6213028376
590	0.6210382105
591	0.6207477649
592	0.6203259199
593	0.6199368606
594	0.6193722713
595	0.6190920865
596	0.6188590343
597	0.6186333985
598	0.6183486612
599	0.6181123438
600	0.6178452089
601	0.6174246373
602	0.6170589722
603	0.616799738
604	0.6164749573
605	0.6161907533
606	0.6158776605
607	0.6155759248
608	0.6151868786
609	0.6147877441
610	0.6145357952
611	0.6141996636
612	0.6138511614
613	0.6134994633
614	0.6130798602
615	0.6123519243
616	0.6119202744
617	0.611589065
618	0.6113114231
619	0.6109529958
620	0.6106044342
621	0.6102663498
622	0.6099439487
623	0.6096596683
624	0.6093408533
625	0.6091006625
626	0.6087841291
627	0.6085455081
628	0.6082915516
629	0.607963424
630	0.60751095
631	0.6071042721
632	0.6067598313
633	0.606532089
634	0.6063032442
635	0.6058832189
636	0.6054927119
637	0.6051243083
638	0.6048136999
639	0.6044992202
640	0.604090321
641	0.6037477295
642	0.6034298366
643	0.6031828361
644	0.6029664523
645	0.6026443623
646	0.6023497195
647	0.6019916398
648	0.6016775951
649	0.6013286801
650	0.60097368
651	0.6005712106
652	0.600329404
653	0.6000473466
654	0.5996949507
655	0.5994177613
656	0.5991850036
657	0.5987654747
658	0.5984289242
659	0.598027928
660	0.5976860458
661	0.5971553217
662	0.5968950215
663	0.5965372612
664	0.5961857054
665	0.595894538
666	0.5955651947
667	0.5953192006
668	0.5949069386
669	0.59468422
670	0.5944791563
671	0.5941453566
672	0.5937694845
673	0.5934837092
674	0.593157715
675	0.5929082478
676	0.5926225217
677	0.5923976438
678	0.5921431954
679	0.5919295354
680	0.5915860383
681	0.5911885581
682	0.5907981361
683	0.5904885498
684	0.590108818
685	0.5897975533
686	0.5895033968
687	0.5892536649
688	0.5890081532
689	0.5887401152
690	0.5884110622
691	0.5881182886
692	0.5878426678
693	0.5875335264
694	0.587172346
695	0.5869150111
696	0.5863732869
697	0.5860337741
698	0.5857056958
699	0.585247018
700	0.584856337
701	0.5845445897
702	0.5842263269
703	0.5839774421
704	0.583666358
705	0.58336006
706	0.582971589
707	0.5827179838
708	0.5824141617
709	0.5821345073
710	0.5819098099
711	0.5811334024
712	0.5808142316
713	0.5806393973
714	0.5804271918
715	0.5800232412
716	0.5797536288
717	0.5794019292
718	0.5791038338
719	0.5788583675
720	0.5785346858
721	0.5782981473
722	0.5779660043
723	0.5776912469
724	0.5774039778
725	0.5772774271
726	0.577037814
727	0.5768450954
728	0.5766025683
729	0.5761352445
730	0.5759312591
731	0.5756694488
732	0.5753785664
733	0.5750383706
734	0.5748852493
735	0.5745811848
736	0.5743050671
737	0.5740628107
738	0.573804011
739	0.5734957304
740	0.5733115323
741	0.5730472388
742	0.5726370156
743	0.5723585696
744	0.57209191
745	0.571861009
746	0.5715893245
747	0.5706023161
748	0.5701831267
749	0.5699785217
750	0.5697840747
751	0.5693721868
752	0.5690509019
753	0.568815268
754	0.5684646579
755	0.5681780523
756	0.5679937399
757	0.5676969772
758	0.5673662097
759	0.5671019381
760	0.5668170492
761	0.566253249
762	0.5659221399
763	0.5656610169
764	0.5654394671
765	0.565092362
766	0.5648587221
767	0.5644041931
768	0.564148481
769	0.563967794
770	0.5636873752
771	0.5633330864
772	0.5630932344
773	0.562779796
774	0.5625844589
775	0.5623002783
776	0.5620929229
777	0.5618789581
778	0.5616772528
779	0.5613924945
780	0.5610619824
781	0.5606487613
782	0.5604263821
783	0.5601637826
784	0.5599619166
785	0.5597519035
786	0.5594225943
787	0.5591448574
788	0.5588810741
789	0.5585994399
790	0.5583103083
791	0.5580884223
792	0.5578493992
793	0.5576483297
794	0.5573892171
795	0.5571768824
796	0.5568222771
797	0.55652607
798	0.5562612113
799	0.5558699474
800	0.5555588661
801	0.5553651423
802	0.555107582
803	0.554862575
804	0.5545238455
805	0.5541851275
806	0.5540160012
807	0.5537129164
808	0.5534063265
809	0.5531468744
810	0.5529165516
811	0.552780804
812	0.5525512088
813	0.5522482323
814	0.5520077093
815	0.5516920532
816	0.5513934457
817	0.550955807
818	0.5507585112
819	0.5502321499
820	0.550008574
821	0.5497369485
822	0.5495479112
823	0.5493279023
824	0.54900929
825	0.5486967767
826	0.5484855516
827	0.5477827191
828	0.5475239247
829	0.5472773697
830	0.5470394683
831	0.5468636249
832	0.5466191893
833	0.5463186846
834	0.5460636291
835	0.5458408759
836	0.5455610338
837	0.5453470015
838	0.5451819387
839	0.5448961285
840	0.5446164088
841	0.5444410138
842	0.5441029527
843	0.5439462193
844	0.543680923
845	0.5434491516
846	0.5432386397
847	0.5430309296
848	0.5426296444
849	0.5424460058
850	0.5421959793
851	0.5417892725
852	0.5415956674
853	0.5413215051
854	0.5411310274
855	0.5408738913
856	0.5406710849
857	0.5404346156
858	0.5402122163
859	0.5400434972
860	0.5397656496
861	0.5395298786
862	0.5394188948
863	0.5390858653
864	0.5388911805
865	0.5385449135
866	0.538398138
867	0.5382130481
868	0.5380150847
869	0.5377621108
870	0.5375358513
871	0.5373030505
872	0.5370694565
873	0.5368851633
874	0.5365195451
875	0.5361717335
876	0.5358828725
877	0.5355852672
878	0.535341679
879	0.5351596859
880	0.5347330022
881	0.5344779339
882	0.534180728
883	0.53376369
884	0.5334935926
885	0.5331767806
886	0.5327859841
887	0.5325575843
888	0.5322987428
889	0.5320293998
890	0.5318049628
891	0.5314119908
892	0.5311392945
893	0.5309246226
894	0.5308008458
895	0.5306603716
896	0.5304692149
897	0.5302776892
898	0.5300033273
899	0.5298268705
900	0.529581169
901	0.5293442913
902	0.5291795998
903	0.5289793382
904	0.5287233342
905	0.5284532064
906	0.5282824975
907	0.5280163133
908	0.5277769888
909	0.5274990515
910	0.5273572755
911	0.5271111647
912	0.5268743873
913	0.5266454871
914	0.5264581724
915	0.526246177
916	0.5259739713
917	0.5257927607
918	0.5256113958
919	0.5254177709
920	0.5252876611
921	0.5251069804
922	0.5249316471
923	0.5245114813
924	0.5243419421
925	0.5242458685
926	0.5237727968
927	0.5235627808
928	0.5232815045
929	0.5230494858
930	0.5227376636
931	0.5225470901
932	0.5223551906
933	0.5221779928
934	0.5219940558
935	0.5218500934
936	0.5215010459
937	0.5213044341
938	0.5211293728
939	0.5207961293
940	0.5205099853
941	0.5202990845
942	0.5201032894
943	0.5198313688
944	0.5196156975
945	0.5192289848
946	0.5189029041
947	0.5186902113
948	0.5185128271
949	0.5183103321
950	0.5181828561
951	0.5180682536
952	0.517862616
953	0.5177459663
954	0.5174908912
955	0.5171335049
956	0.5170510641
957	0.5168960458
958	0.5166975831
959	0.5163504951
960	0.5161208949
961	0.5159777346
962	0.5157316828
963	0.5155670634
964	0.5153417168
965	0.515138004
966	0.5150030381
967	0.5148912736
968	0.5146707156
969	0.514444495
970	0.5142657694
971	0.514039332
972	0.5138245034
973	0.5136049419
974	0.5133397426
975	0.5132036449
976	0.5129870137
977	0.5127808406
978	0.5126528426
979	0.512461013
980	0.5123010738
981	0.5120807039
982	0.5119677169
983	0.5118167411
984	0.5116561293
985	0.5114572555
986	0.5110054871
987	0.5108374695
988	0.5105805549
989	0.5102954203
990	0.510092708
991	0.5098242991
992	0.5096758029
993	0.5093862137
994	0.509117795
995	0.508918087
996	0.5087105815
997	0.5085482659
998	0.5084284985
999	0.5082192299
1000	0.5079818734
1001	0.5076094014
1002	0.5074304578
1003	0.5072564518
1004	0.5069959039
1005	0.5068545213
1006	0.5067006145
1007	0.5066041533
1008	0.5064330116
1009	0.5062778179
1010	0.5061111509
1011	0.5059323314
1012	0.5056762667
1013	0.5055687232
1014	0.5053664362
1015	0.5052304212
1016	0.5049053896
1017	0.5047372298
1018	0.5045473191
1019	0.5044253268
1020	0.5043295292
1021	0.5040501091
1022	0.5038816564
1023	0.5036568067
1024	0.5035112132
1025	0.5032220833
1026	0.502973296
1027	0.5028772939
1028	0.5026639492
1029	0.5025425001
1030	0.5023387792
1031	0.5021788117
1032	0.5020030631
1033	0.5018589078
1034	0.5011647668
1035	0.500929165
1036	0.5006975451
1037	0.5005546513
1038	0.5003980374
1039	0.5001906893
1040	0.500044588
1041	0.499780562
1042	0.4995633422
1043	0.49944831
1044	0.4992807321
1045	0.4990697247
1046	0.498897359
1047	0.4987907511
1048	0.4985350897
1049	0.498329936
1050	0.4980316233
1051	0.4978729984
1052	0.4976689771
1053	0.497489934
1054	0.4973381952
1055	0.4971664414
1056	0.4968268703
1057	0.496694668
1058	0.496520538
1059	0.4963483364
1060	0.4961637113
1061	0.4958993593
1062	0.4957422832
1063	0.4956086145
1064	0.4954324657
1065	0.4953321981
1066	0.4951894232
1067	0.4949824395
1068	0.4948128665
1069	0.4946616146
1070	0.4944798615
1071	0.4943137237
1072	0.4941696403
1073	0.4940162524
1074	0.4938862698
1075	0.4937818198
1076	0.4936393984
1077	0.4934376484
1078	0.4932745971
1079	0.4930152016
1080	0.4928600306
1081	0.4927454941
1082	0.492608713
1083	0.4925239384
1084	0.4923332476
1085	0.4921698268
1086	0.4919736568
1087	0.4918475624
1088	0.4916856473
1089	0.4915147366
1090	0.4913245701
1091	0.4911232508
1092	0.490960393
1093	0.4907966698
1094	0.4907046403
1095	0.4905617148
1096	0.4903974953
1097	0.4902964759
1098	0.4901694941
1099	0.4899765872
1100	0.4897547389
1101	0.4895617055
1102	0.4893880703
1103	0.489181541
1104	0.4889060006
1105	0.4886641781
1106	0.4884826242
1107	0.4883040068
1108	0.4882327836
1109	0.488108494
1110	0.4879695229
1111	0.4878619077
1112	0.4877380065
1113	0.4876231079
1114	0.4874141115
1115	0.487155737
1116	0.487018117
1117	0.4869168401
1118	0.4867479933
1119	0.486572526
1120	0.4863712649
1121	0.4862555096
1122	0.4859927588
1123	0.4857553677
1124	0.4856172719
1125	0.4854325908
1126	0.485226523
1127	0.4850291608
1128	0.4849448349
1129	0.4848286186
1130	0.4847148318
1131	0.4844281087
1132	0.484227537
1133	0.4840803127
1134	0.4839397981
1135	0.4838287133
1136	0.4836886342
1137	0.4835735554
1138	0.4835002091
1139	0.4833966824
1140	0.4832141601
1141	0.4830732218
1142	0.4829574835
1143	0.4828171614
1144	0.4826258104
1145	0.4824063247
1146	0.4822713149
1147	0.4819851313
1148	0.4818612155
1149	0.4817863981
1150	0.4816363481
1151	0.4812955345
1152	0.481090798
1153	0.4809972203
1154	0.4808647916
1155	0.4806761359
1156	0.4805097432
1157	0.4803132515
1158	0.4802163108
1159	0.4799975817
1160	0.4799376254
1161	0.4798759981
1162	0.4797036209
1163	0.4795453375
1164	0.4793463455
1165	0.4792184379
1166	0.4789581434
1167	0.4787733412
1168	0.4786399802
1169	0.4785546056
1170	0.4783967642
1171	0.4782631015
1172	0.4781678501
1173	0.4780332421
1174	0.4778773959
1175	0.4777103481
1176	0.4776206557
1177	0.4775052801
1178	0.4773690353
1179	0.4772704269
1180	0.4770911938
1181	0.4769670291
1182	0.4768070158
1183	0.4766186352
1184	0.4765237194
1185	0.4763722079
1186	0.4762763945
1187	0.4761372493
1188	0.476022821
1189	0.4758741267
1190	0.4757599886
1191	0.475531179
1192	0.4754533127
1193	0.4752692455
1194	0.4750226786
1195	0.4748364609
1196	0.474751399
1197	0.4746483266
1198	0.4745378081
1199	0.4743931323
1200	0.4743410611
1201	0.4741655883
1202	0.4740737201
1203	0.4740195902
1204	0.4738648521
1205	0.4736570114
1206	0.473538058
1207	0.4733716922
1208	0.4732539291
1209	0.4731428993
1210	0.4730572724
1211	0.4728877503
1212	0.4727952453
1213	0.4727008929
1214	0.472482918
1215	0.4723084456
1216	0.4720785622
1217	0.471996189
1218	0.4718716991
1219	0.4717574505
1220	0.4713525937
1221	0.4711991253
1222	0.4710728452
1223	0.4709572858
1224	0.4708259424
1225	0.4706004049
1226	0.47040749
1227	0.4701794374
1228	0.4700955334
1229	0.4699732577
1230	0.469846304
1231	0.4696878969
1232	0.4695882179
1233	0.4694909606
1234	0.4693812022
1235	0.4691641147
1236	0.4689808582
1237	0.4688583554
1238	0.4686828857
1239	0.4685550993
1240	0.4684703321
1241	0.4682921764
1242	0.4682286977
1243	0.4681074485
1244	0.468011675
1245	0.4678788848
1246	0.4677480378
1247	0.4676795987
1248	0.4675246132
1249	0.4674339086
1250	0.4672786026
1251	0.4671560935
1252	0.4670352161
1253	0.4669134027
1254	0.4668333799
1255	0.46662838
1256	0.4664289869
1257	0.4663052644
1258	0.466130381
1259	0.4659898475
1260	0.4658913305
1261	0.4657597802
1262	0.4656305886
1263	0.4654216805
1264	0.4653455957
1265	0.4652103779
1266	0.4650778394
1267	0.4650139631
1268	0.4647840807
1269	0.4647142348
1270	0.4645770416
1271	0.4644810831
1272	0.464284535
1273	0.4641944488
1274	0.46409494
1275	0.4639509327
1276	0.4638405884
1277	0.4637461904
1278	0.4635399462
1279	0.4631392353
1280	0.4630001293
1281	0.4628546741
1282	0.462694351
1283	0.4625957869
1284	0.4624594546
1285	0.4621828677
1286	0.4620746719
1287	0.4619958545
1288	0.4618524313
1289	0.4616985438
1290	0.4615095659
1291	0.4613539793
1292	0.4612098044
1293	0.4611778458
1294	0.4610415122
1295	0.4608964336
1296	0.4607525159
1297	0.4606305612
1298	0.4604322448
1299	0.4603105635
1300	0.4600566672
1301	0.4599754295
1302	0.459804739
1303	0.4595614406
1304	0.4594064724
1305	0.4592918997
1306	0.4591655546
1307	0.4590161591
1308	0.458890274
1309	0.4587657388
1310	0.4585870077
1311	0.4584660297
1312	0.45838254
1313	0.4582249472
1314	0.458131357
1315	0.4579902369
1316	0.4578011072
1317	0.4576712647
1318	0.4575654828
1319	0.4574452076
1320	0.4573584558
1321	0.457079545
1322	0.4570053645
1323	0.4568693102
1324	0.4566984392
1325	0.4562841252
1326	0.4561640196
1327	0.4560272796
1328	0.4559164913
1329	0.4558093718
1330	0.45571085
1331	0.4555857973
1332	0.4554727238
1333	0.4553670942
1334	0.4552505464
1335	0.4550717476
1336	0.4549454024
1337	0.4548355187
1338	0.4547327529
1339	0.4546019096
1340	0.4545192721
1341	0.4543931843
1342	0.4542958481
1343	0.4541668945
1344	0.4540836566
1345	0.4539850627
1346	0.4537728207
1347	0.4536680806
1348	0.4535814108
1349	0.4534774151
1350	0.4533139465
1351	0.4531973325
1352	0.4530591039
1353	0.4528544881
1354	0.4527950412
1355	0.4526063307
1356	0.4524425938
1357	0.4523711629
1358	0.4522127096
1359	0.4517371745
1360	0.4516385857
1361	0.4515642303
1362	0.4513510469
1363	0.4512378494
1364	0.4511664997
1365	0.4509956205
1366	0.4509592456
1367	0.4508121817
1368	0.4507250798
1369	0.4506726767
1370	0.4504990778
1371	0.4504202987
1372	0.4503386967
1373	0.4502291135
1374	0.4499815764
1375	0.4498937765
1376	0.4497868377
1377	0.4497099962
1378	0.4495599122
1379	0.4494506457
1380	0.4493710871
1381	0.4491982489
1382	0.4490908648
1383	0.4489495307
1384	0.4488127665
1385	0.4487147025
1386	0.4486293759
1387	0.4484986236
1388	0.4483904384
1389	0.4483041513
1390	0.4482498115
1391	0.4481501822
1392	0.4480325842
1393	0.4479321671
1394	0.4478096451
1395	0.4477086933
1396	0.4475299591
1397	0.4474007252
1398	0.4473348417
1399	0.4471980232
1400	0.4471352805
1401	0.4470573553
1402	0.446927338
1403	0.4467453572
1404	0.4466430946
1405	0.446603771
1406	0.4465530436
1407	0.4464516043
1408	0.4463183916
1409	0.4461942042
1410	0.4460514264
1411	0.4459134065
1412	0.4458450815
1413	0.4457570307
1414	0.4456226291
1415	0.4455266647
1416	0.4453890197
1417	0.4451579281
1418	0.4450299473
1419	0.4447030411
1420	0.4446020564
1421	0.4444522593
1422	0.4443689479
1423	0.4442252959
1424	0.4440421486
1425	0.4439155914
1426	0.4437705142
1427	0.4436623375
1428	0.4435611309
1429	0.4434645925
1430	0.4433773187
1431	0.4432852129
1432	0.4429291556
1433	0.442794065
1434	0.4426934815
1435	0.4424423515
1436	0.4423639621
1437	0.4421572964
1438	0.4420850351
1439	0.4419494043
1440	0.4412483096
1441	0.441115004
1442	0.440981
1443	0.4408365826
1444	0.440690628
1445	0.4405425591
1446	0.4404423699
1447	0.4403353791
1448	0.4402191812
1449	0.4401435681
1450	0.4400142912
1451	0.4399403889
1452	0.4398201334
1453	0.4397044878
1454	0.4396205886
1455	0.4393866233
1456	0.4392765956
1457	0.4391933758
1458	0.4390940046
1459	0.438999835
1460	0.4389703932
1461	0.4388511268
1462	0.4385076419
1463	0.438452142
1464	0.4383456876
1465	0.4379624507
1466	0.4377403362
1467	0.4376256105
1468	0.4374375668
1469	0.4372984866
1470	0.4372563714
1471	0.4371209266
1472	0.4370378945
1473	0.4368896486
1474	0.4367780868
1475	0.4366596136
1476	0.4365837227
1477	0.4364616013
1478	0.4362921276
1479	0.4361833043
1480	0.4359708879
1481	0.4359145418
1482	0.4357761297
1483	0.4355976373
1484	0.4354937927
1485	0.4354029785
1486	0.4352914219
1487	0.4351688896
1488	0.4350147194
1489	0.4349169759
1490	0.4348278675
1491	0.4345800501
1492	0.4344867093
1493	0.4343995898
1494	0.4343001955
1495	0.4341998513
1496	0.4341585997
1497	0.4340967499
1498	0.4339824997
1499	0.4338491155
1500	0.4337110439
1501	0.4335934191
1502	0.433462136
1503	0.4334084651
1504	0.4333293219
1505	0.4332004097
1506	0.4331182601
1507	0.4330361926
1508	0.4329180146
1509	0.4326375013
1510	0.4325222133
1511	0.4323350536
1512	0.4322409985
1513	0.4321563797
1514	0.432073675
1515	0.4318686612
1516	0.4317647179
1517	0.4316690436
