iter	MultiClass
1518	0.431590993
1519	0.4314837044
1520	0.4313571934
1521	0.4312807741
1522	0.4307704821
1523	0.4306985897
1524	0.430573129
1525	0.4304376036
1526	0.4303421132
1527	0.430227279
1528	0.4301301491
1529	0.4300363579
1530	0.4299689129
1531	0.4296514195
1532	0.4295562058
1533	0.4294348128
1534	0.429206761
1535	0.4291216232
1536	0.4290582775
1537	0.4290206385
1538	0.4288820342
1539	0.4287919862
1540	0.4286890524
1541	0.4286108957
1542	0.428503188
1543	0.428426283
1544	0.4282822688
1545	0.4280796298
1546	0.4279716878
1547	0.427897558
1548	0.4278273466
1549	0.4277771474
1550	0.4277028865
1551	0.4275522658
1552	0.4273928976
1553	0.4272666785
1554	0.4271594031
1555	0.4269988155
1556	0.426907644
1557	0.426700584
1558	0.4265296292
1559	0.4263749166
1560	0.4262193694
1561	0.4260640399
1562	0.4259770542
1563	0.4258350726
1564	0.4257620172
1565	0.4256133216
1566	0.4255134301
1567	0.4253479099
1568	0.4252109147
1569	0.4251678577
1570	0.4250771031
1571	0.4250086941
1572	0.4249403314
1573	0.4248250507
1574	0.424696095
1575	0.424542409
1576	0.4244880344
1577	0.4244437311
1578	0.4243990455
1579	0.4243362724
1580	0.4242048288
1581	0.4240587589
1582	0.4239909949
1583	0.4238711099
1584	0.4238142707
1585	0.423698218
1586	0.4235106879
1587	0.4234221819
1588	0.4232865404
1589	0.4232346444
1590	0.4231139394
1591	0.4230037108
1592	0.4227954944
1593	0.4226936396
1594	0.4225942262
1595	0.4225217011
1596	0.4224419426
1597	0.4223536311
1598	0.4222938001
1599	0.4222228579
1600	0.4221245423
1601	0.4220132617
1602	0.4217989214
1603	0.4217097953
1604	0.4215921832
1605	0.4214329837
1606	0.4213116384
1607	0.4212066666
1608	0.4211352752
1609	0.4210452705
1610	0.4208783191
1611	0.4208448123
1612	0.4207559925
1613	0.420665292
1614	0.4205648193
1615	0.4204871636
1616	0.4203744404
1617	0.4202350771
1618	0.4201001611
1619	0.4199845008
1620	0.4199039998
1621	0.4198190602
1622	0.4196935474
1623	0.4195204611
1624	0.419444031
1625	0.4193592103
1626	0.4192928485
1627	0.4192145936
1628	0.4191549306
1629	0.4190622859
1630	0.4189985075
1631	0.4189272391
1632	0.4189010008
1633	0.4188518684
1634	0.4187180231
1635	0.4186083612
1636	0.4185201742
1637	0.418439761
1638	0.4183756505
1639	0.4182218181
1640	0.4181643069
1641	0.4180110188
1642	0.4179805972
1643	0.4178872634
1644	0.4177407092
1645	0.4176533707
1646	0.4175663
1647	0.4175430505
1648	0.4173768949
1649	0.4172041003
1650	0.4171373048
1651	0.4170594107
1652	0.4169859058
1653	0.4169344583
1654	0.4168319173
1655	0.4167307284
1656	0.4166723397
1657	0.4165096102
1658	0.4164316771
1659	0.416357871
1660	0.4162838481
1661	0.4161804645
1662	0.4160443123
1663	0.4159728018
1664	0.4159235906
1665	0.4157316164
1666	0.4156141074
1667	0.415503974
1668	0.4154150411
1669	0.4153289345
1670	0.4152526505
1671	0.4152067641
1672	0.415139562
1673	0.4150712752
1674	0.4149687661
1675	0.4149256284
1676	0.4148302258
1677	0.4146838996
1678	0.4146195389
1679	0.4145153327
1680	0.4143724882
1681	0.4142607047
1682	0.4142147001
1683	0.414127375
1684	0.4140269423
1685	0.4139667513
1686	0.413885383
1687	0.4137564517
1688	0.4136648068
1689	0.4136296194
1690	0.4135295567
1691	0.4134282594
1692	0.4132976958
1693	0.4131707769
1694	0.4130212691
1695	0.412913266
1696	0.4128752394
1697	0.4127954656
1698	0.412704112
1699	0.4126575187
1700	0.4125555222
1701	0.4124699246
1702	0.4124153568
1703	0.4123364625
1704	0.4122202896
1705	0.4121535909
1706	0.4120291849
1707	0.4120012006
1708	0.4118837474
1709	0.4118131634
1710	0.4117925025
1711	0.4117398043
1712	0.4116966682
1713	0.4116302198
1714	0.411481721
1715	0.4113823371
1716	0.411305028
1717	0.4112426969
1718	0.4112089648
1719	0.4111195625
1720	0.4110010824
1721	0.4109183453
1722	0.4108804211
1723	0.4108585179
1724	0.4108283245
1725	0.4106206145
1726	0.410590073
1727	0.4104700639
1728	0.4103580313
1729	0.4103385564
1730	0.4102310567
1731	0.4101789738
1732	0.4101155847
1733	0.4099868591
1734	0.4099069685
1735	0.4098443337
1736	0.4097499119
1737	0.4096627399
1738	0.4095555506
1739	0.4094829007
1740	0.4093796353
1741	0.4092777809
1742	0.409195381
1743	0.4091304485
1744	0.4090675338
1745	0.4088721964
1746	0.4087590842
1747	0.4086903882
1748	0.4086032444
1749	0.4085134729
1750	0.4084741361
1751	0.408396803
1752	0.408321299
1753	0.4081736535
1754	0.4080698141
1755	0.4077355784
1756	0.4076238433
1757	0.407565094
1758	0.4075036775
1759	0.4074005841
1760	0.4073236402
1761	0.4072657332
1762	0.4071836439
1763	0.4070466549
1764	0.4069649033
1765	0.4068926916
1766	0.4068079664
1767	0.4067065262
1768	0.4066151263
1769	0.4064827283
1770	0.4064120321
1771	0.406250944
1772	0.4060868546
1773	0.4059985861
1774	0.4058876319
1775	0.4057767359
1776	0.4057181889
1777	0.4055757247
1778	0.4055059448
1779	0.4054399227
1780	0.405346526
1781	0.4052491748
1782	0.4051802852
1783	0.4051269839
1784	0.4050792681
1785	0.4048897277
1786	0.4047609106
1787	0.4046512784
1788	0.4045227662
1789	0.4044521182
1790	0.40433171
1791	0.4042096473
1792	0.4041657489
1793	0.4041019054
1794	0.4040251091
1795	0.4038895528
1796	0.4037736189
1797	0.403701964
1798	0.4036330533
1799	0.4034080902
1800	0.4033848139
1801	0.4033151369
1802	0.4032157672
1803	0.4031755071
1804	0.4030995394
1805	0.4030793639
1806	0.4030453524
1807	0.4029891188
1808	0.4029081517
1809	0.4025928047
1810	0.402496071
1811	0.4024201543
1812	0.4023846862
1813	0.4022496978
1814	0.4022016114
1815	0.40205072
1816	0.4020070388
1817	0.4019613213
1818	0.4018597736
1819	0.4017568128
1820	0.4016758116
1821	0.4016528768
1822	0.4014876883
1823	0.4014484315
1824	0.4013653027
1825	0.4013084833
1826	0.4012202121
1827	0.4011325563
1828	0.4010618716
1829	0.4009780511
1830	0.4008606802
1831	0.4008030761
1832	0.400739914
1833	0.4005141229
1834	0.4004135757
1835	0.4003285779
1836	0.4002851697
1837	0.4001957355
1838	0.4001205101
1839	0.4000400688
1840	0.3999802361
1841	0.3999158046
1842	0.3998346481
1843	0.3997540992
1844	0.3996223499
1845	0.3995503103
1846	0.3994814043
1847	0.3994410042
1848	0.399378685
1849	0.3993155877
1850	0.399224207
1851	0.3991920069
1852	0.3991341807
1853	0.3990957018
1854	0.3990353376
1855	0.3989201266
1856	0.3988691808
1857	0.398833337
1858	0.3987513403
1859	0.3986278378
1860	0.3984994836
1861	0.3984515759
1862	0.398287979
1863	0.3982506843
1864	0.3980326951
1865	0.3978986928
1866	0.3978517102
1867	0.3977589916
1868	0.397688742
1869	0.3976175242
1870	0.3975762
1871	0.3975165738
1872	0.3974106497
1873	0.3973400671
1874	0.3972059559
1875	0.3970721319
1876	0.3970086833
1877	0.3968866573
1878	0.3968005097
1879	0.3967671282
1880	0.3966450067
1881	0.3961289521
1882	0.3959651927
1883	0.3958742721
1884	0.3957390522
1885	0.3956253623
1886	0.3955199277
1887	0.3954705482
1888	0.3954217431
1889	0.3953361634
1890	0.3952676552
1891	0.3951997459
1892	0.3951535023
1893	0.3951148562
1894	0.3950640236
1895	0.3949142057
